AuditDate,Casino Code,Casino Name,Serial Number,Slot Number,manufacturer,Description,Par,Eprom ID,Denomination,Area,Section,Loc,Coin In,Coin Out,Elec Bill Drop,Elec Ticket Drop,Metered Att Paid Prog,Metered Machine Paid Prog,JP Hand Pay,Metered Att Paid CC,Elec Ticket Out,Game Start,Slot Revenue,FreePlay,Net Revenue,Days Online,Class II vs. Class III
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1121,59009,CASTLE HILL,QUACKTASTIC,5,SSD-GAMES V1.0.5.0,0.01,A    ,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class III
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1122,59014,CASTLE HILL,ARCTIC CASH,3.6099999,Games v22.5.1,2,A    ,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class II
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1283,59021,CASTLE HILL,LUCKY BUNNY WINNERS EDITION,4.7800002,Games 23.0.0 T1 5C5L,0.01,A    ,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class II
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1283,59027,CASTLE HILL,SMASH THE CASH WINNER EDITION,6.0799999,24.1.2,0.01,A    ,37,3,6600.1,6349.56,799,566.51,0,0,0,0,1114.97,4474,250.54,0,250.54,1,Class II
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1584,59022,CASTLE HILL,ACES & HOGS WINNER EDITION,6.0799999,Games 23.0.5 T1 5C5L,0.01,A    ,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class II
6/14/2019 0:00,1,Choctaw Casino Stigler,CHG1586,59028,CASTLE HILL,AMAZING MILLIONS WINNERS EDITI,4.7800002,24.1.2,0.01,A    ,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class II
6/14/2019 0:00,1,Choctaw Durant East TP,CHG1018,59001,CASTLE HILL,QUACKTASTIC,8,GAMES 1.0.2.0,0.01,TE   ,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class III
6/14/2019 0:00,1,Choctaw Durant East TP,CHG1018,59008,CASTLE HILL,SWEET THANG,8,1.0.2.0,0.01,TE   ,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class III
6/14/2019 0:00,1,Choctaw McAlester,,59095,CASTLE HILL,HOT NEW CASH,3.75,24.1.2,0.5,B    ,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class II
6/14/2019 0:00,1,Choctaw McAlester,CHG1076,59016,CASTLE HILL,CASH HOPPER IFP,5,1.0.5.0,0.01,B    ,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class III
